decision_time,job_id,allowed_machine_indices,avail_actions,action_idx,state_n_jobs_arrived,state_n_jobs_processing,state_n_jobs_waiting,state_n_ops_arrived,state_n_ops_processing,state_n_ops_waiting,state_avg_machine_util,state_avg_operator_util,state_global_avg_wait,state_episode_time_fraction
28.0,16,"[2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,156.80845642089844,0.2800000011920929
28.0,14,"[2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,156.80845642089844,0.2800000011920929
28.0,9,"[0, 2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,156.80845642089844,0.2800000011920929
28.0,3,"[0, 1, 2]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,156.80845642089844,0.2800000011920929
28.0,11,"[1, 2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,156.80845642089844,0.2800000011920929
28.0,7,"[1, 2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,156.80845642089844,0.2800000011920929
29.0,16,"[2, 4]","[0, 0, 0, 0, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,156.80845642089844,0.28999999165534973
29.0,14,"[2, 4]","[0, 0, 0, 0, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,156.80845642089844,0.28999999165534973
29.0,9,"[0, 2, 4]","[0, 0, 0, 0, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,156.80845642089844,0.28999999165534973
29.0,3,"[0, 1, 2]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,156.80845642089844,0.28999999165534973
29.0,11,"[1, 2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,156.80845642089844,0.28999999165534973
29.0,7,"[1, 2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,156.80845642089844,0.28999999165534973
29.0,10,"[0, 2, 4]","[0, 0, 0, 0, 0]",4,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,156.80845642089844,0.28999999165534973
30.0,16,"[2, 4]","[0, 0, 1, 0, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,161.22763061523438,0.30000001192092896
30.0,14,"[2, 4]","[0, 0, 1, 0, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,161.22763061523438,0.30000001192092896
30.0,3,"[0, 1, 2]","[0, 0, 1, 0, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,161.22763061523438,0.30000001192092896
30.0,11,"[1, 2, 4]","[0, 1, 1, 0, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,161.22763061523438,0.30000001192092896
30.0,7,"[1, 2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,161.22763061523438,0.30000001192092896
30.0,10,"[0, 2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,161.22763061523438,0.30000001192092896
30.0,12,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,161.22763061523438,0.30000001192092896
31.0,16,"[2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,161.22763061523438,0.3100000023841858
31.0,14,"[2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,161.22763061523438,0.3100000023841858
31.0,3,"[0, 1, 2]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,161.22763061523438,0.3100000023841858
31.0,7,"[1, 2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,161.22763061523438,0.3100000023841858
31.0,10,"[0, 2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,161.22763061523438,0.3100000023841858
31.0,12,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,161.22763061523438,0.3100000023841858
32.0,15,"[1, 2, 4]","[0, 1, 1, 0, 1]",2,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,173.1396942138672,0.3199999928474426
32.0,16,"[2, 4]","[0, 0, 0, 0, 0]",2,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,173.1396942138672,0.3199999928474426
32.0,14,"[2, 4]","[0, 0, 0, 0, 0]",2,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,173.1396942138672,0.3199999928474426
32.0,3,"[0, 1, 2]","[0, 0, 0, 0, 0]",2,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,173.1396942138672,0.3199999928474426
32.0,7,"[1, 2, 4]","[0, 0, 0, 0, 0]",1,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,173.1396942138672,0.3199999928474426
32.0,10,"[0, 2, 4]","[0, 0, 0, 0, 0]",2,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,173.1396942138672,0.3199999928474426
32.0,12,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,173.1396942138672,0.3199999928474426
33.0,16,"[2, 4]","[0, 0, 0, 0, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,182.1396942138672,0.33000001311302185
33.0,14,"[2, 4]","[0, 0, 0, 0, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,182.1396942138672,0.33000001311302185
33.0,3,"[0, 1, 2]","[0, 0, 0, 1, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,182.1396942138672,0.33000001311302185
33.0,7,"[1, 2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,182.1396942138672,0.33000001311302185
33.0,10,"[0, 2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,182.1396942138672,0.33000001311302185
33.0,12,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,182.1396942138672,0.33000001311302185
33.0,17,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",4,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,182.1396942138672,0.33000001311302185
34.0,16,"[2, 4]","[0, 0, 1, 0, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,182.1396942138672,0.3400000035762787
34.0,14,"[2, 4]","[0, 0, 1, 0, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,182.1396942138672,0.3400000035762787
34.0,7,"[1, 2, 4]","[0, 1, 1, 0, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,182.1396942138672,0.3400000035762787
34.0,10,"[0, 2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,182.1396942138672,0.3400000035762787
34.0,12,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,182.1396942138672,0.3400000035762787
34.0,17,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,182.1396942138672,0.3400000035762787
34.0,18,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",2,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,182.1396942138672,0.3400000035762787
35.0,16,"[2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,182.1396942138672,0.3499999940395355
35.0,14,"[2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,182.1396942138672,0.3499999940395355
35.0,10,"[0, 2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,182.1396942138672,0.3499999940395355
35.0,12,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,182.1396942138672,0.3499999940395355
35.0,17,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,182.1396942138672,0.3499999940395355
35.0,18,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,182.1396942138672,0.3499999940395355
36.0,16,"[2, 4]","[0, 0, 0, 0, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,192.11968994140625,0.36000001430511475
36.0,14,"[2, 4]","[0, 0, 0, 0, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,192.11968994140625,0.36000001430511475
36.0,10,"[0, 2, 4]","[0, 0, 0, 0, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,192.11968994140625,0.36000001430511475
36.0,12,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,192.11968994140625,0.36000001430511475
36.0,17,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,192.11968994140625,0.36000001430511475
36.0,18,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,192.11968994140625,0.36000001430511475
36.0,19,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",4,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,192.11968994140625,0.36000001430511475
37.0,16,"[2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,192.11968994140625,0.3700000047683716
37.0,14,"[2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,192.11968994140625,0.3700000047683716
37.0,12,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,192.11968994140625,0.3700000047683716
37.0,17,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,192.11968994140625,0.3700000047683716
37.0,18,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,192.11968994140625,0.3700000047683716
37.0,19,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,192.11968994140625,0.3700000047683716
38.0,11,"[0, 2, 3, 4]","[0, 0, 1, 0, 1]",2,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,204.5697021484375,0.3799999952316284
38.0,16,"[2, 4]","[0, 0, 0, 0, 0]",2,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,204.5697021484375,0.3799999952316284
38.0,14,"[2, 4]","[0, 0, 0, 0, 0]",2,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,204.5697021484375,0.3799999952316284
38.0,12,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,204.5697021484375,0.3799999952316284
38.0,17,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",4,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,204.5697021484375,0.3799999952316284
38.0,18,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",4,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,204.5697021484375,0.3799999952316284
38.0,19,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",4,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,204.5697021484375,0.3799999952316284
39.0,16,"[2, 4]","[0, 0, 0, 0, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,217.09469604492188,0.38999998569488525
39.0,14,"[2, 4]","[0, 0, 0, 0, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,217.09469604492188,0.38999998569488525
39.0,12,[3],"[0, 0, 0, 1, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,217.09469604492188,0.38999998569488525
39.0,17,"[0, 2, 3, 4]","[0, 0, 0, 1, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,217.09469604492188,0.38999998569488525
39.0,18,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,217.09469604492188,0.38999998569488525
39.0,19,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,217.09469604492188,0.38999998569488525
39.0,20,"[0, 3, 4]","[0, 0, 0, 0, 0]",3,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,217.09469604492188,0.38999998569488525
40.0,16,"[2, 4]","[0, 0, 1, 0, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,217.09469604492188,0.4000000059604645
40.0,14,"[2, 4]","[0, 0, 1, 0, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,217.09469604492188,0.4000000059604645
40.0,12,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,217.09469604492188,0.4000000059604645
40.0,18,"[0, 2, 3, 4]","[0, 0, 1, 0, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,217.09469604492188,0.4000000059604645
40.0,19,"[0, 2, 3, 4]","[0, 0, 1, 0, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,217.09469604492188,0.4000000059604645
40.0,20,"[0, 3, 4]","[0, 0, 0, 0, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,217.09469604492188,0.4000000059604645
40.0,21,"[0, 2, 3, 4]","[0, 0, 1, 0, 1]",4,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,217.09469604492188,0.4000000059604645
41.0,7,"[2, 4]","[0, 0, 1, 0, 0]",2,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,231.09046936035156,0.4099999964237213
41.0,16,"[2, 4]","[0, 0, 0, 0, 0]",2,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,231.09046936035156,0.4099999964237213
41.0,14,"[2, 4]","[0, 0, 0, 0, 0]",2,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,231.09046936035156,0.4099999964237213
41.0,12,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,231.09046936035156,0.4099999964237213
41.0,18,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",2,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,231.09046936035156,0.4099999964237213
41.0,19,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",2,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,231.09046936035156,0.4099999964237213
41.0,20,"[0, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,231.09046936035156,0.4099999964237213
42.0,21,"[0, 2, 3, 4]","[0, 0, 0, 0, 1]",4,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,231.91546630859375,0.41999998688697815
42.0,16,"[2, 4]","[0, 0, 0, 0, 0]",4,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,231.91546630859375,0.41999998688697815
42.0,14,"[2, 4]","[0, 0, 0, 0, 0]",4,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,231.91546630859375,0.41999998688697815
42.0,12,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,231.91546630859375,0.41999998688697815
42.0,18,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",4,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,231.91546630859375,0.41999998688697815
42.0,19,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",4,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,231.91546630859375,0.41999998688697815
42.0,20,"[0, 3, 4]","[0, 0, 0, 0, 0]",4,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,231.91546630859375,0.41999998688697815
43.0,16,"[2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,232.86546325683594,0.4300000071525574
43.0,14,"[2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,232.86546325683594,0.4300000071525574
43.0,12,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,232.86546325683594,0.4300000071525574
43.0,18,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,232.86546325683594,0.4300000071525574
43.0,19,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,232.86546325683594,0.4300000071525574
43.0,20,"[0, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,232.86546325683594,0.4300000071525574
44.0,21,"[0, 3, 4]","[0, 0, 0, 1, 1]",4,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,247.5137481689453,0.4399999976158142
44.0,22,"[1, 2, 4]","[0, 1, 1, 0, 0]",4,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,247.5137481689453,0.4399999976158142
44.0,10,"[2, 4]","[0, 0, 1, 0, 0]",4,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,247.5137481689453,0.4399999976158142
44.0,16,"[2, 4]","[0, 0, 0, 0, 0]",4,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,247.5137481689453,0.4399999976158142
44.0,14,"[2, 4]","[0, 0, 0, 0, 0]",2,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,247.5137481689453,0.4399999976158142
44.0,12,[3],"[0, 0, 0, 0, 0]",3,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,247.5137481689453,0.4399999976158142
44.0,18,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",2,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,247.5137481689453,0.4399999976158142
44.0,19,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",2,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,247.5137481689453,0.4399999976158142
44.0,20,"[0, 3, 4]","[0, 0, 0, 0, 0]",4,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,247.5137481689453,0.4399999976158142
45.0,17,"[0, 1]","[1, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,248.4637451171875,0.44999998807907104
45.0,16,"[2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,248.4637451171875,0.44999998807907104
45.0,14,"[2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,248.4637451171875,0.44999998807907104
45.0,12,[3],"[0, 0, 0, 0, 0]",3,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,248.4637451171875,0.44999998807907104
45.0,18,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,248.4637451171875,0.44999998807907104
45.0,19,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",3,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,248.4637451171875,0.44999998807907104
45.0,20,"[0, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,248.4637451171875,0.44999998807907104
46.0,16,"[2, 4]","[0, 0, 1, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,257.097900390625,0.46000000834465027
46.0,14,"[2, 4]","[0, 0, 1, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,257.097900390625,0.46000000834465027
46.0,12,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,257.097900390625,0.46000000834465027
46.0,18,"[0, 2, 3, 4]","[0, 0, 1, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,257.097900390625,0.46000000834465027
46.0,19,"[0, 2, 3, 4]","[0, 0, 1, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,257.097900390625,0.46000000834465027
46.0,20,"[0, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,257.097900390625,0.46000000834465027
46.0,21,"[2, 4]","[0, 0, 1, 0, 0]",4,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,257.097900390625,0.46000000834465027
47.0,16,"[2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,257.097900390625,0.4699999988079071
47.0,14,"[2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,257.097900390625,0.4699999988079071
47.0,12,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,257.097900390625,0.4699999988079071
47.0,18,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,257.097900390625,0.4699999988079071
47.0,19,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,257.097900390625,0.4699999988079071
47.0,20,"[0, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,257.097900390625,0.4699999988079071
48.0,17,"[0, 2]","[1, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,257.097900390625,0.47999998927116394
48.0,16,"[2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,257.097900390625,0.47999998927116394
48.0,14,"[2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,257.097900390625,0.47999998927116394
48.0,12,[3],"[0, 0, 0, 0, 0]",3,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,257.097900390625,0.47999998927116394
48.0,18,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,257.097900390625,0.47999998927116394
48.0,19,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",3,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,257.097900390625,0.47999998927116394
48.0,20,"[0, 3, 4]","[0, 0, 0, 0, 0]",3,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,257.097900390625,0.47999998927116394
49.0,22,"[0, 2, 4]","[0, 0, 0, 0, 0]",4,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,262.6978759765625,0.49000000953674316
49.0,16,"[2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,262.6978759765625,0.49000000953674316
49.0,14,"[2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,262.6978759765625,0.49000000953674316
49.0,12,[3],"[0, 0, 0, 0, 0]",3,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,262.6978759765625,0.49000000953674316
49.0,18,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",3,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,262.6978759765625,0.49000000953674316
49.0,19,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",3,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,262.6978759765625,0.49000000953674316
49.0,20,"[0, 3, 4]","[0, 0, 0, 0, 0]",3,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,262.6978759765625,0.49000000953674316
50.0,23,"[0, 2]","[1, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,262.6978759765625,0.5
50.0,16,"[2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,262.6978759765625,0.5
50.0,14,"[2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,262.6978759765625,0.5
50.0,12,[3],"[0, 0, 0, 0, 0]",3,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,262.6978759765625,0.5
50.0,18,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",3,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,262.6978759765625,0.5
50.0,19,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",3,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,262.6978759765625,0.5
50.0,20,"[0, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,262.6978759765625,0.5
51.0,16,"[2, 4]","[0, 0, 1, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,277.1673889160156,0.5099999904632568
