Plane 6 | Job 3 | Site 14 | Start 27 | End 69.00592527576124
Plane 5 | Job 2 | Site 17 | Start 34 | End 40.0
Plane 4 | Job 2 | Site 9 | Start 37 | End 71.00803456153253
Plane 2 | Job 2 | Site 3 | Start 40 | End 46.0
Plane 5 | Job 3 | Site 5 | Start 40 | End 61.46374504447692
Plane 3 | Job 2 | Site 17 | Start 41 | End 59.701574705523726
Plane 0 | Job 2 | Site 1 | Start 43 | End 49.0
Plane 1 | Job 2 | Site 0 | Start 44 | End 50.0
Plane 7 | Job 3 | Site 2 | Start 45 | End 64.23792402008343
Plane 2 | Job 3 | Site 3 | Start 46 | End 61.0
Plane 0 | Job 3 | Site 1 | Start 49 | End 64.0
Plane 1 | Job 3 | Site 0 | Start 50 | End 65.0
Plane 3 | Job 3 | Site 8 | Start 59 | End 97.05862094748946
Plane 2 | Job 8 | Site 3 | Start 61 | End 65.0
Plane 5 | Job 8 | Site 17 | Start 61 | End 71.46374504447692
Plane 0 | Job 8 | Site 1 | Start 64 | End 68.0
Plane 7 | Job 8 | Site 2 | Start 64 | End 68.0
Plane 1 | Job 8 | Site 0 | Start 65 | End 69.0
Plane 2 | Job 6 | Site 4 | Start 65 | End 82.08806130178212
Plane 0 | Job 6 | Site 1 | Start 68 | End 83.0
Plane 7 | Job 6 | Site 2 | Start 68 | End 83.0
Plane 1 | Job 6 | Site 14 | Start 69 | End 96.12641744292188
Plane 6 | Job 8 | Site 3 | Start 69 | End 78.7008771254957
Plane 4 | Job 3 | Site 0 | Start 71 | End 123.13825520941984
Plane 5 | Job 6 | Site 10 | Start 71 | End 107.61133961604416
Plane 6 | Job 6 | Site 3 | Start 78 | End 93.0
Plane 2 | Job 7 | Site 4 | Start 82 | End 84.0
Plane 0 | Job 7 | Site 1 | Start 83 | End 85.0
Plane 7 | Job 7 | Site 2 | Start 83 | End 85.0
Plane 2 | Job 1 | Site 16 | Start 84 | End 100.76239602507869
Plane 0 | Job 1 | Site 1 | Start 85 | End 95.0
Plane 7 | Job 1 | Site 2 | Start 85 | End 95.0
Plane 6 | Job 7 | Site 3 | Start 93 | End 95.0
Plane 0 | Job 0 | Site 5 | Start 95 | End 113.41189633792524
Plane 6 | Job 1 | Site 3 | Start 95 | End 105.0
Plane 7 | Job 0 | Site 1 | Start 95 | End 107.06155281280883
Plane 1 | Job 7 | Site 2 | Start 96 | End 105.8549347546622
Plane 3 | Job 8 | Site 4 | Start 97 | End 129.81961137836527
Plane 2 | Job 0 | Site 16 | Start 100 | End 110.0
Plane 1 | Job 1 | Site 2 | Start 105 | End 115.0
Plane 6 | Job 0 | Site 3 | Start 105 | End 115.0
Plane 5 | Job 7 | Site 1 | Start 107 | End 140.5944615399598
Plane 7 | Job -1 | Site 6 | Start 107 | End 149.04512443414754
Plane 2 | Job -1 | Site 12 | Start 110 | End 138.24527336051725
Plane 0 | Job -1 | Site 14 | Start 113 | End 124.52643375224737
Plane 1 | Job 0 | Site 16 | Start 115 | End 135.85587398600407
Plane 6 | Job -1 | Site 3 | Start 115 | End 125.0
Plane 4 | Job 8 | Site 0 | Start 123 | End 127.0
Plane 4 | Job 6 | Site 2 | Start 127 | End 146.27200187265876
Plane 3 | Job 6 | Site 3 | Start 129 | End 146.08806130178212
Plane 1 | Job -1 | Site 0 | Start 135 | End 160.07647173578752
Plane 5 | Job 1 | Site 16 | Start 140 | End 162.84133949399362
Plane 3 | Job 7 | Site 2 | Start 146 | End 150.1540659228538
Plane 4 | Job 7 | Site 1 | Start 146 | End 150.06155281280883
Plane 3 | Job 1 | Site 2 | Start 150 | End 160.0
Plane 4 | Job 1 | Site 4 | Start 150 | End 166.29364759102384
Plane 3 | Job 0 | Site 5 | Start 160 | End 176.3568860301251
Plane 5 | Job 0 | Site 16 | Start 162 | End 172.0
Plane 4 | Job 0 | Site 10 | Start 166 | End 202.24880949681338
Plane 5 | Job -1 | Site 3 | Start 172 | End 190.73670418407306
Plane 3 | Job -1 | Site 1 | Start 176 | End 194.41189633792524
Plane 4 | Job -1 | Site 6 | Start 202 | End 219.863841300535
---- End of episode ----
Plane 0 | Job 4 | Site 1 | Start 0 | End 43.31888188225814
Plane 1 | Job 4 | Site 0 | Start 0 | End 44.85148772213166
Plane 2 | Job 4 | Site 3 | Start 0 | End 40.156781834950394
Plane 3 | Job 4 | Site 2 | Start 0 | End 41.6547601177967
Plane 4 | Job 4 | Site 5 | Start 0 | End 37.21377571349031
Plane 5 | Job 4 | Site 17 | Start 0 | End 34.9959088373089
Plane 6 | Job 4 | Site 7 | Start 0 | End 17.242703172337905
Plane 7 | Job 4 | Site 13 | Start 0 | End 22.373021376320203
Plane 6 | Job 2 | Site 9 | Start 17 | End 27.827007354458868
Plane 7 | Job 2 | Site 4 | Start 22 | End 45.0293863659264
Plane 6 | Job 3 | Site 14 | Start 27 | End 69.00592527576124
Plane 5 | Job 2 | Site 17 | Start 34 | End 40.0
Plane 4 | Job 2 | Site 9 | Start 37 | End 71.00803456153253
Plane 2 | Job 2 | Site 3 | Start 40 | End 46.0
Plane 5 | Job 3 | Site 5 | Start 40 | End 61.46374504447692
Plane 3 | Job 2 | Site 17 | Start 41 | End 59.701574705523726
Plane 0 | Job 2 | Site 1 | Start 43 | End 49.0
Plane 1 | Job 2 | Site 0 | Start 44 | End 50.0
Plane 7 | Job 3 | Site 2 | Start 45 | End 64.23792402008343
Plane 2 | Job 3 | Site 3 | Start 46 | End 61.0
Plane 0 | Job 3 | Site 1 | Start 49 | End 64.0
Plane 1 | Job 3 | Site 0 | Start 50 | End 65.0
Plane 3 | Job 3 | Site 8 | Start 59 | End 97.05862094748946
Plane 2 | Job 8 | Site 3 | Start 61 | End 65.0
Plane 5 | Job 8 | Site 17 | Start 61 | End 71.46374504447692
Plane 0 | Job 8 | Site 1 | Start 64 | End 68.0
Plane 7 | Job 8 | Site 2 | Start 64 | End 68.0
Plane 1 | Job 8 | Site 0 | Start 65 | End 69.0
Plane 2 | Job 6 | Site 4 | Start 65 | End 82.08806130178212
Plane 0 | Job 6 | Site 1 | Start 68 | End 83.0
Plane 7 | Job 6 | Site 2 | Start 68 | End 83.0
Plane 1 | Job 6 | Site 3 | Start 69 | End 90.42572953056694
Plane 6 | Job 8 | Site 0 | Start 69 | End 85.12641744292188
Plane 4 | Job 3 | Site 14 | Start 71 | End 113.00592527576124
Plane 5 | Job 6 | Site 16 | Start 71 | End 88.00997512422418
Plane 2 | Job 7 | Site 4 | Start 82 | End 84.0
Plane 0 | Job 7 | Site 1 | Start 83 | End 85.0
Plane 7 | Job 7 | Site 2 | Start 83 | End 85.0
Plane 2 | Job 1 | Site 6 | Start 84 | End 120.0007692193904
Plane 0 | Job 1 | Site 1 | Start 85 | End 95.0
Plane 6 | Job 6 | Site 2 | Start 85 | End 104.27200187265876
Plane 7 | Job 1 | Site 10 | Start 85 | End 124.74155342277871
Plane 5 | Job 7 | Site 0 | Start 88 | End 105.07647173578752
Plane 1 | Job 7 | Site 3 | Start 90 | End 92.0
Plane 1 | Job 1 | Site 3 | Start 92 | End 102.0
Plane 0 | Job 0 | Site 1 | Start 95 | End 105.0
Plane 3 | Job 8 | Site 4 | Start 97 | End 129.81961137836527
Plane 1 | Job 0 | Site 16 | Start 102 | End 120.73670418407308
Plane 6 | Job 7 | Site 3 | Start 104 | End 108.1540659228538
Plane 0 | Job -1 | Site 1 | Start 105 | End 115.0
Plane 5 | Job 1 | Site 2 | Start 105 | End 119.27200187265876
Plane 6 | Job 1 | Site 3 | Start 108 | End 118.0
Plane 4 | Job 8 | Site 0 | Start 113 | End 129.12641744292188
Plane 6 | Job 0 | Site 1 | Start 118 | End 132.2059481689626
Plane 5 | Job 0 | Site 5 | Start 119 | End 135.3568860301251
Plane 1 | Job -1 | Site 2 | Start 120 | End 140.85587398600407
Plane 2 | Job 0 | Site 6 | Start 120 | End 130.0
Plane 7 | Job 0 | Site 16 | Start 124 | End 157.17175004180737
Plane 3 | Job 6 | Site 4 | Start 129 | End 144.0
Plane 4 | Job 6 | Site 3 | Start 129 | End 150.42572953056694
Plane 2 | Job -1 | Site 8 | Start 130 | End 145.2773099207835
Plane 6 | Job -1 | Site 1 | Start 132 | End 142.0
Plane 5 | Job -1 | Site 0 | Start 135 | End 155.62826420446913
Plane 3 | Job 7 | Site 2 | Start 144 | End 150.23792402008343
Plane 3 | Job 1 | Site 2 | Start 150 | End 160.0
Plane 4 | Job 7 | Site 3 | Start 150 | End 152.0
Plane 4 | Job 1 | Site 3 | Start 152 | End 162.0
Plane 7 | Job -1 | Site 1 | Start 157 | End 179.84133949399362
Plane 3 | Job 0 | Site 16 | Start 160 | End 180.85587398600407
Plane 4 | Job 0 | Site 5 | Start 162 | End 176.2059481689626
Plane 4 | Job -1 | Site 5 | Start 176 | End 186.0
Plane 3 | Job -1 | Site 2 | Start 180 | End 200.85587398600407
---- End of episode ----
Plane 0 | Job 4 | Site 1 | Start 0 | End 43.31888188225814
Plane 1 | Job 4 | Site 0 | Start 0 | End 44.85148772213166
Plane 2 | Job 4 | Site 3 | Start 0 | End 40.156781834950394
Plane 3 | Job 4 | Site 2 | Start 0 | End 41.6547601177967
Plane 4 | Job 4 | Site 5 | Start 0 | End 37.21377571349031
Plane 5 | Job 4 | Site 17 | Start 0 | End 34.9959088373089
Plane 6 | Job 4 | Site 7 | Start 0 | End 17.242703172337905
Plane 7 | Job 4 | Site 13 | Start 0 | End 22.373021376320203
Plane 6 | Job 2 | Site 9 | Start 17 | End 27.827007354458868
Plane 7 | Job 2 | Site 4 | Start 22 | End 45.0293863659264
Plane 6 | Job 3 | Site 14 | Start 27 | End 69.00592527576124
Plane 5 | Job 2 | Site 9 | Start 34 | End 64.47059459841546
Plane 4 | Job 2 | Site 17 | Start 37 | End 49.46374504447692
Plane 2 | Job 2 | Site 3 | Start 40 | End 46.0
Plane 3 | Job 2 | Site 2 | Start 41 | End 47.0
Plane 0 | Job 2 | Site 1 | Start 43 | End 49.0
Plane 1 | Job 2 | Site 0 | Start 44 | End 50.0
Plane 7 | Job 3 | Site 4 | Start 45 | End 60.0
Plane 2 | Job 3 | Site 3 | Start 46 | End 61.0
Plane 3 | Job 3 | Site 2 | Start 47 | End 62.0
Plane 0 | Job 3 | Site 6 | Start 49 | End 96.04512443414754
Plane 4 | Job 3 | Site 1 | Start 49 | End 78.71665722914005
Plane 1 | Job 3 | Site 0 | Start 50 | End 65.0
Plane 7 | Job 8 | Site 4 | Start 60 | End 64.0
Plane 2 | Job 8 | Site 3 | Start 61 | End 65.0
Plane 3 | Job 8 | Site 2 | Start 62 | End 66.0
Plane 5 | Job 3 | Site 4 | Start 64 | End 108.75936827286493
Plane 7 | Job 6 | Site 5 | Start 64 | End 81.11896201004171
Plane 1 | Job 8 | Site 0 | Start 65 | End 69.0
Plane 2 | Job 6 | Site 3 | Start 65 | End 80.0
Plane 3 | Job 6 | Site 2 | Start 66 | End 81.0
Plane 1 | Job 6 | Site 16 | Start 69 | End 99.07647173578752
Plane 6 | Job 8 | Site 0 | Start 69 | End 85.12641744292188
Plane 4 | Job 8 | Site 1 | Start 78 | End 82.0
Plane 2 | Job 7 | Site 3 | Start 80 | End 82.0
Plane 3 | Job 7 | Site 2 | Start 81 | End 83.0
Plane 7 | Job 7 | Site 5 | Start 81 | End 83.0
Plane 2 | Job 1 | Site 1 | Start 82 | End 96.20594816896262
Plane 4 | Job 6 | Site 3 | Start 82 | End 101.20594816896262
Plane 3 | Job 1 | Site 2 | Start 83 | End 93.0
Plane 7 | Job 1 | Site 10 | Start 83 | End 117.59044529893674
Plane 6 | Job 6 | Site 0 | Start 85 | End 100.0
Plane 3 | Job 0 | Site 14 | Start 93 | End 110.8549347546622
Plane 0 | Job 8 | Site 1 | Start 96 | End 132.04512443414754
Plane 2 | Job 0 | Site 2 | Start 96 | End 108.06155281280883
Plane 1 | Job 7 | Site 5 | Start 99 | End 105.81040538832228
Plane 6 | Job 7 | Site 0 | Start 100 | End 102.0
Plane 4 | Job 7 | Site 3 | Start 101 | End 103.0
Plane 6 | Job 1 | Site 16 | Start 102 | End 127.07647173578752
Plane 4 | Job 1 | Site 3 | Start 103 | End 113.0
Plane 1 | Job 1 | Site 5 | Start 105 | End 115.0
Plane 2 | Job -1 | Site 2 | Start 108 | End 118.0
Plane 5 | Job 8 | Site 0 | Start 108 | End 120.50940655980192
Plane 3 | Job -1 | Site 6 | Start 110 | End 142.76356738299162
Plane 4 | Job 0 | Site 14 | Start 113 | End 128.70087712549568
Plane 1 | Job 0 | Site 5 | Start 115 | End 125.0
Plane 7 | Job 0 | Site 10 | Start 117 | End 127.0
Plane 5 | Job 6 | Site 2 | Start 120 | End 139.27200187265876
Plane 1 | Job -1 | Site 12 | Start 125 | End 153.30983342360057
Plane 6 | Job 0 | Site 0 | Start 127 | End 152.07647173578752
Plane 7 | Job -1 | Site 3 | Start 127 | End 164.99571395767572
Plane 4 | Job -1 | Site 14 | Start 128 | End 138.0
Plane 0 | Job 6 | Site 1 | Start 132 | End 147.0
Plane 5 | Job 7 | Site 2 | Start 139 | End 141.0
Plane 5 | Job 1 | Site 2 | Start 141 | End 151.0
Plane 0 | Job 7 | Site 1 | Start 147 | End 149.0
Plane 0 | Job 1 | Site 16 | Start 149 | End 171.84133949399362
Plane 5 | Job 0 | Site 10 | Start 151 | End 190.7415534227787
Plane 6 | Job -1 | Site 1 | Start 152 | End 164.2360679774998
Plane 0 | Job 0 | Site 5 | Start 171 | End 185.81040538832227
Plane 0 | Job -1 | Site 3 | Start 185 | End 199.2059481689626
Plane 5 | Job -1 | Site 2 | Start 190 | End 229.7415534227787
---- End of episode ----
Plane 0 | Job 4 | Site 1 | Start 0 | End 43.31888188225814
Plane 1 | Job 4 | Site 0 | Start 0 | End 44.85148772213166
Plane 2 | Job 4 | Site 3 | Start 0 | End 40.156781834950394
Plane 3 | Job 4 | Site 2 | Start 0 | End 41.6547601177967
Plane 4 | Job 4 | Site 5 | Start 0 | End 37.21377571349031
Plane 5 | Job 4 | Site 17 | Start 0 | End 34.9959088373089
Plane 6 | Job 4 | Site 7 | Start 0 | End 17.242703172337905
Plane 7 | Job 4 | Site 13 | Start 0 | End 22.373021376320203
Plane 6 | Job 2 | Site 9 | Start 17 | End 27.827007354458868
Plane 7 | Job 2 | Site 4 | Start 22 | End 45.0293863659264
Plane 6 | Job 3 | Site 14 | Start 27 | End 69.00592527576124
Plane 5 | Job 2 | Site 9 | Start 34 | End 64.47059459841546
Plane 4 | Job 2 | Site 17 | Start 37 | End 49.46374504447692
Plane 2 | Job 2 | Site 3 | Start 40 | End 46.0
Plane 3 | Job 2 | Site 2 | Start 41 | End 47.0
Plane 0 | Job 2 | Site 1 | Start 43 | End 49.0
Plane 1 | Job 2 | Site 0 | Start 44 | End 50.0
Plane 7 | Job 3 | Site 4 | Start 45 | End 60.0
Plane 2 | Job 3 | Site 3 | Start 46 | End 61.0
Plane 3 | Job 3 | Site 2 | Start 47 | End 62.0
Plane 0 | Job 3 | Site 1 | Start 49 | End 64.0
Plane 4 | Job 3 | Site 10 | Start 49 | End 85.61133961604416
Plane 1 | Job 3 | Site 0 | Start 50 | End 65.0
Plane 7 | Job 8 | Site 4 | Start 60 | End 64.0
Plane 2 | Job 8 | Site 3 | Start 61 | End 65.0
Plane 3 | Job 8 | Site 2 | Start 62 | End 66.0
Plane 0 | Job 8 | Site 1 | Start 64 | End 68.0
Plane 5 | Job 3 | Site 4 | Start 64 | End 108.75936827286493
Plane 7 | Job 6 | Site 5 | Start 64 | End 81.11896201004171
Plane 1 | Job 8 | Site 0 | Start 65 | End 69.0
Plane 2 | Job 6 | Site 3 | Start 65 | End 80.0
Plane 3 | Job 6 | Site 2 | Start 66 | End 81.0
Plane 0 | Job 6 | Site 1 | Start 68 | End 83.0
Plane 1 | Job 6 | Site 16 | Start 69 | End 99.07647173578752
Plane 6 | Job 8 | Site 0 | Start 69 | End 85.12641744292188
Plane 2 | Job 7 | Site 3 | Start 80 | End 82.0
Plane 3 | Job 7 | Site 2 | Start 81 | End 83.0
Plane 7 | Job 7 | Site 5 | Start 81 | End 83.0
Plane 2 | Job 1 | Site 3 | Start 82 | End 92.0
Plane 0 | Job 7 | Site 1 | Start 83 | End 85.0
Plane 3 | Job 1 | Site 2 | Start 83 | End 93.0
Plane 7 | Job 1 | Site 5 | Start 83 | End 93.0
Plane 0 | Job 1 | Site 1 | Start 85 | End 95.0
Plane 4 | Job 8 | Site 0 | Start 85 | End 122.39176545197932
Plane 6 | Job 6 | Site 10 | Start 85 | End 133.39176545197932
Plane 2 | Job 0 | Site 3 | Start 92 | End 102.0
Plane 3 | Job 0 | Site 5 | Start 93 | End 109.35688603012512
Plane 7 | Job 0 | Site 6 | Start 93 | End 127.01686907155053
Plane 0 | Job 0 | Site 1 | Start 95 | End 105.0
Plane 1 | Job 7 | Site 2 | Start 99 | End 111.85587398600407
Plane 2 | Job -1 | Site 8 | Start 102 | End 142.70260575260673
Plane 0 | Job -1 | Site 1 | Start 105 | End 115.0
Plane 5 | Job 8 | Site 3 | Start 108 | End 114.0880613017821
Plane 3 | Job -1 | Site 4 | Start 109 | End 121.11896201004171
Plane 1 | Job 1 | Site 2 | Start 111 | End 121.0
Plane 5 | Job 6 | Site 3 | Start 114 | End 129.0
Plane 1 | Job 0 | Site 14 | Start 121 | End 138.8549347546622
Plane 4 | Job 6 | Site 1 | Start 122 | End 139.2360679774998
Plane 7 | Job -1 | Site 2 | Start 127 | End 167.02399040767233
Plane 5 | Job 7 | Site 3 | Start 129 | End 131.0
Plane 5 | Job 1 | Site 16 | Start 131 | End 149.73670418407306
Plane 6 | Job 7 | Site 0 | Start 133 | End 168.39176545197932
Plane 1 | Job -1 | Site 12 | Start 138 | End 165.75894140989266
Plane 4 | Job 7 | Site 3 | Start 139 | End 145.2059481689626
Plane 4 | Job 1 | Site 4 | Start 145 | End 157.08806130178212
Plane 5 | Job 0 | Site 10 | Start 149 | End 182.17175004180737
Plane 4 | Job 0 | Site 5 | Start 157 | End 169.1189620100417
Plane 6 | Job 1 | Site 16 | Start 168 | End 193.07647173578752
Plane 4 | Job -1 | Site 0 | Start 169 | End 189.62826420446913
Plane 5 | Job -1 | Site 2 | Start 182 | End 221.7415534227787
Plane 6 | Job 0 | Site 10 | Start 193 | End 226.17175004180737
Plane 6 | Job -1 | Site 12 | Start 226 | End 244.2
---- End of episode ----
Plane 0 | Job 4 | Site 1 | Start 0 | End 43.31888188225814
Plane 1 | Job 4 | Site 0 | Start 0 | End 44.85148772213166
Plane 2 | Job 4 | Site 3 | Start 0 | End 40.156781834950394
Plane 3 | Job 4 | Site 2 | Start 0 | End 41.6547601177967
Plane 4 | Job 4 | Site 5 | Start 0 | End 37.21377571349031
Plane 5 | Job 4 | Site 17 | Start 0 | End 34.9959088373089
Plane 6 | Job 4 | Site 7 | Start 0 | End 17.242703172337905
Plane 7 | Job 4 | Site 13 | Start 0 | End 22.373021376320203
Plane 6 | Job 2 | Site 11 | Start 17 | End 32.338094023943
Plane 7 | Job 2 | Site 9 | Start 22 | End 44.3713163795707
Plane 6 | Job 3 | Site 14 | Start 32 | End 67.47876949428358
Plane 5 | Job 2 | Site 17 | Start 34 | End 40.0
Plane 4 | Job 2 | Site 5 | Start 37 | End 43.0
Plane 2 | Job 2 | Site 3 | Start 40 | End 46.0
Plane 5 | Job 3 | Site 4 | Start 40 | End 63.52349693494401
Plane 3 | Job 2 | Site 17 | Start 41 | End 59.701574705523726
Plane 0 | Job 2 | Site 1 | Start 43 | End 49.0
Plane 4 | Job 3 | Site 2 | Start 43 | End 64.35688603012512
Plane 1 | Job 2 | Site 0 | Start 44 | End 50.0
Plane 7 | Job 3 | Site 8 | Start 44 | End 61.256102834535696
Plane 2 | Job 3 | Site 3 | Start 46 | End 61.0
Plane 0 | Job 3 | Site 1 | Start 49 | End 64.0
Plane 1 | Job 3 | Site 0 | Start 50 | End 65.0
Plane 3 | Job 3 | Site 10 | Start 59 | End 95.61133961604416
Plane 2 | Job 8 | Site 3 | Start 61 | End 65.0
Plane 7 | Job 8 | Site 17 | Start 61 | End 88.05862094748946
Plane 5 | Job 8 | Site 4 | Start 63 | End 67.0
Plane 0 | Job 8 | Site 1 | Start 64 | End 68.0
Plane 4 | Job 8 | Site 2 | Start 64 | End 68.0
Plane 1 | Job 8 | Site 0 | Start 65 | End 69.0
Plane 2 | Job 6 | Site 3 | Start 65 | End 80.0
Plane 5 | Job 6 | Site 4 | Start 67 | End 82.0
Plane 6 | Job 8 | Site 5 | Start 67 | End 72.52643375224737
Plane 0 | Job 6 | Site 1 | Start 68 | End 83.0
Plane 4 | Job 6 | Site 2 | Start 68 | End 83.0
Plane 1 | Job 6 | Site 16 | Start 69 | End 99.07647173578752
Plane 6 | Job 6 | Site 0 | Start 72 | End 97.62826420446913
Plane 2 | Job 7 | Site 3 | Start 80 | End 82.0
Plane 2 | Job 1 | Site 3 | Start 82 | End 92.0
Plane 5 | Job 7 | Site 5 | Start 82 | End 86.11896201004171
Plane 0 | Job 7 | Site 1 | Start 83 | End 85.0
Plane 4 | Job 7 | Site 2 | Start 83 | End 85.0
Plane 0 | Job 1 | Site 2 | Start 85 | End 97.06155281280883
Plane 4 | Job 1 | Site 4 | Start 85 | End 99.23792402008343
Plane 5 | Job 1 | Site 1 | Start 86 | End 104.41189633792524
Plane 7 | Job 6 | Site 5 | Start 88 | End 109.46374504447692
Plane 2 | Job 0 | Site 14 | Start 92 | End 107.7008771254957
Plane 3 | Job 8 | Site 3 | Start 95 | End 126.99571395767573
Plane 0 | Job 0 | Site 10 | Start 97 | End 136.7415534227787
Plane 6 | Job 7 | Site 0 | Start 97 | End 99.0
Plane 1 | Job 7 | Site 2 | Start 99 | End 111.85587398600407
Plane 4 | Job 0 | Site 0 | Start 99 | End 117.50940655980193
Plane 6 | Job 1 | Site 16 | Start 99 | End 124.07647173578752
Plane 5 | Job 0 | Site 6 | Start 104 | End 146.04512443414754
Plane 2 | Job -1 | Site 1 | Start 107 | End 126.90201999594022
Plane 7 | Job 7 | Site 5 | Start 109 | End 111.0
Plane 1 | Job 1 | Site 2 | Start 111 | End 121.0
Plane 7 | Job 1 | Site 4 | Start 111 | End 123.11896201004171
Plane 4 | Job -1 | Site 0 | Start 117 | End 127.0
Plane 1 | Job 0 | Site 5 | Start 121 | End 137.3568860301251
Plane 7 | Job 0 | Site 14 | Start 123 | End 136.62491379207836
Plane 6 | Job 0 | Site 2 | Start 124 | End 144.85587398600407
Plane 3 | Job 6 | Site 1 | Start 126 | End 145.2059481689626
Plane 0 | Job -1 | Site 8 | Start 136 | End 150.60108682813095
Plane 7 | Job -1 | Site 3 | Start 136 | End 151.70087712549568
Plane 1 | Job -1 | Site 12 | Start 137 | End 165.30983342360057
Plane 6 | Job -1 | Site 14 | Start 144 | End 161.8549347546622
Plane 3 | Job 7 | Site 2 | Start 145 | End 149.06155281280883
Plane 5 | Job -1 | Site 1 | Start 146 | End 188.04512443414754
Plane 3 | Job 1 | Site 2 | Start 149 | End 159.0
Plane 3 | Job 0 | Site 16 | Start 159 | End 179.85587398600407
Plane 3 | Job -1 | Site 3 | Start 179 | End 197.73670418407306
---- End of episode ----
Plane 0 | Job 4 | Site 1 | Start 0 | End 43.31888188225814
Plane 1 | Job 4 | Site 0 | Start 0 | End 44.85148772213166
Plane 2 | Job 4 | Site 3 | Start 0 | End 40.156781834950394
Plane 3 | Job 4 | Site 2 | Start 0 | End 41.6547601177967
Plane 4 | Job 4 | Site 5 | Start 0 | End 37.21377571349031
Plane 5 | Job 4 | Site 17 | Start 0 | End 34.9959088373089
Plane 6 | Job 4 | Site 7 | Start 0 | End 17.242703172337905
Plane 7 | Job 4 | Site 13 | Start 0 | End 22.373021376320203
Plane 6 | Job 2 | Site 9 | Start 17 | End 27.827007354458868
Plane 7 | Job 2 | Site 4 | Start 22 | End 45.0293863659264
Plane 6 | Job 3 | Site 14 | Start 27 | End 69.00592527576124
Plane 5 | Job 2 | Site 9 | Start 34 | End 64.47059459841546
Plane 4 | Job 2 | Site 17 | Start 37 | End 49.46374504447692
Plane 2 | Job 2 | Site 11 | Start 40 | End 70.41802612825205
Plane 3 | Job 2 | Site 3 | Start 41 | End 49.1540659228538
Plane 0 | Job 2 | Site 1 | Start 43 | End 49.0
Plane 1 | Job 2 | Site 0 | Start 44 | End 50.0
Plane 7 | Job 3 | Site 4 | Start 45 | End 60.0
Plane 0 | Job 3 | Site 1 | Start 49 | End 64.0
Plane 3 | Job 3 | Site 2 | Start 49 | End 66.1540659228538
Plane 4 | Job 3 | Site 3 | Start 49 | End 74.55888251663025
Plane 1 | Job 3 | Site 0 | Start 50 | End 65.0
Plane 7 | Job 8 | Site 4 | Start 60 | End 64.0
Plane 0 | Job 8 | Site 1 | Start 64 | End 68.0
Plane 5 | Job 3 | Site 4 | Start 64 | End 108.75936827286493
Plane 7 | Job 6 | Site 5 | Start 64 | End 81.11896201004171
Plane 1 | Job 8 | Site 0 | Start 65 | End 69.0
Plane 3 | Job 8 | Site 2 | Start 66 | End 70.0
Plane 0 | Job 6 | Site 1 | Start 68 | End 83.0
Plane 1 | Job 6 | Site 16 | Start 69 | End 99.07647173578752
Plane 6 | Job 8 | Site 0 | Start 69 | End 85.12641744292188
Plane 2 | Job 3 | Site 14 | Start 70 | End 105.47876949428358
Plane 3 | Job 6 | Site 2 | Start 70 | End 85.0
Plane 4 | Job 8 | Site 3 | Start 74 | End 78.0
Plane 4 | Job 6 | Site 3 | Start 78 | End 93.0
Plane 7 | Job 7 | Site 5 | Start 81 | End 83.0
Plane 0 | Job 7 | Site 1 | Start 83 | End 85.0
Plane 7 | Job 1 | Site 10 | Start 83 | End 117.59044529893674
Plane 0 | Job 1 | Site 1 | Start 85 | End 95.0
Plane 3 | Job 7 | Site 2 | Start 85 | End 87.0
Plane 6 | Job 6 | Site 0 | Start 85 | End 100.0
Plane 3 | Job 1 | Site 2 | Start 87 | End 97.0
Plane 4 | Job 7 | Site 3 | Start 93 | End 95.0
Plane 0 | Job 0 | Site 5 | Start 95 | End 113.41189633792524
Plane 4 | Job 1 | Site 3 | Start 95 | End 105.0
Plane 3 | Job 0 | Site 1 | Start 97 | End 109.06155281280883
Plane 1 | Job 7 | Site 2 | Start 99 | End 111.85587398600407
Plane 6 | Job 7 | Site 0 | Start 100 | End 102.0
Plane 6 | Job 1 | Site 16 | Start 102 | End 127.07647173578752
Plane 2 | Job 8 | Site 0 | Start 105 | End 121.12641744292188
Plane 4 | Job 0 | Site 14 | Start 105 | End 120.7008771254957
Plane 5 | Job 8 | Site 3 | Start 108 | End 114.0880613017821
Plane 3 | Job -1 | Site 1 | Start 109 | End 119.0
Plane 1 | Job 1 | Site 2 | Start 111 | End 121.0
Plane 0 | Job -1 | Site 8 | Start 113 | End 149.9874044694928
Plane 5 | Job 6 | Site 4 | Start 114 | End 131.08806130178212
Plane 7 | Job 0 | Site 10 | Start 117 | End 127.0
Plane 4 | Job -1 | Site 1 | Start 120 | End 139.90201999594024
Plane 1 | Job 0 | Site 0 | Start 121 | End 135.27200187265876
Plane 2 | Job 6 | Site 2 | Start 121 | End 140.27200187265876
Plane 6 | Job 0 | Site 10 | Start 127 | End 160.17175004180737
Plane 7 | Job -1 | Site 12 | Start 127 | End 145.2
Plane 5 | Job 7 | Site 3 | Start 131 | End 135.08806130178212
Plane 1 | Job -1 | Site 3 | Start 135 | End 151.42572953056694
Plane 5 | Job 1 | Site 16 | Start 135 | End 153.73670418407306
Plane 2 | Job 7 | Site 1 | Start 140 | End 144.06155281280883
Plane 2 | Job 1 | Site 2 | Start 144 | End 156.06155281280883
Plane 5 | Job 0 | Site 6 | Start 153 | End 184.1624667749296
